"Sr.No","Round ▲▼","Institute ▲▼","Program ▲▼","Stream ▲▼","Quota ▲▼","Category ▲▼","Seat Gender ▲▼","Opening Rank ▲▼","Closing Rank ▲▼","Remark ▲▼"
"690","Round 1","GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","40157.00","40157.00","Fresh Only"
"691","Round 1","GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science And Engineering(Data Science)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","105181.00","105181.00","Fresh Only"
"692","Round 1","GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","118176.00","170629.00","Fresh Only"
"693","Round 1","GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","60527.00","60527.00","Fresh Only"
"694","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","171951.00","171951.00","Fresh Only"
"695","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","93149.00","102657.00","Fresh Only"
"696","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","112071.00","112071.00","Fresh Only"
"697","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","201814.00","201814.00","Fresh Only"
"698","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","102215.00","102215.00","Fresh Only"
"699","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","175319.00","175319.00","Fresh Only"
"700","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","183881.00","183881.00","Fresh Only"
"701","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","59457.00","164089.00","Fresh Only"
"702","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","210939.00","210939.00","Fresh Only"
"703","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","153900.00","153900.00","Fresh Only"
"704","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Computer Science & Engineering (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","179948.00","179948.00","Fresh Only"
"705","Round 1","R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","191491.00","211914.00","Fresh Only"
"706","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","114591.00","114591.00","Fresh Only"
"707","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","29343.00","29343.00","Fresh Only"
"708","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","31020.00","57949.00","Fresh Only"
"709","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","79529.00","79529.00","Fresh Only"
"710","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","94956.00","94956.00","Fresh Only"
"711","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","44276.00","44276.00","Fresh Only"
"712","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","43179.00","43179.00","Fresh Only"
"713","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","77116.00","77116.00","Fresh Only"
"714","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","170942.00","170942.00","Fresh Only"
"715","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","203212.00","203212.00","Fresh Only"
"716","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","74833.00","90935.00","Fresh Only"
"717","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","220738.00","220738.00","Fresh Only"
"718","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","118626.00","153165.00","Fresh Only"
"719","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","140713.00","140713.00","Fresh Only"
"720","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","57452.00","57452.00","Fresh Only"
"721","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","100478.00","111742.00","Fresh Only"
"722","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","206516.00","206516.00","Fresh Only"
"723","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","132842.00","132842.00","Fresh Only"
"724","Round 1","LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","20337.00","20337.00","Fresh Only"
"725","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","100997.00","100997.00","Fresh Only"
"726","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","Information Technology","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","42419.00","42419.00","Fresh Only"
"727","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","86661.00","209989.00","Fresh Only"
"728","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (FW)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(TF)","Both Male and Female Seats","189365.00","189365.00","Fresh Only"
"729","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","185421.00","185421.00","Fresh Only"
"730","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","BBA","BBA/BMS","Home State","EWS(GL)","Female Seats","442617.00","442617.00","Fresh Only"
"731","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","207539.00","400617.00","Fresh Only"
"732","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","BBA","BBA/BMS","Home State","OPEN","Both Male and Female Seats","67394.00","447508.00","Fresh Only"
"733","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","BCA","BCA","Home State","OPEN(GIRL)","Female Seats","266272.00","507360.00","Fresh Only"
"734","Round 1","AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW","BCA","BCA","Home State","OPEN","Both Male and Female Seats","61274.00","525187.00","Fresh Only"
"735","Round 1","NEELKANTH INSTITUTE OF TECHNOLOGY,MEERUT","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","155029.00","155029.00","Fresh Only"
"736","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","BBA","BBA/BMS","Home State","OPEN(GIRL)","Female Seats","517948.00","517948.00","Fresh Only"
"737","Round 1","NEELKANTH INSTITUTE OF TECHNOLOGY,MEERUT","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","165253.00","165253.00","Fresh Only"
"738","Round 1","MODINAGAR INSTITUTE OF TECHNOLOGY,GHAZIABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","67938.00","67938.00","Fresh Only"
"739","Round 1","MODINAGAR INSTITUTE OF TECHNOLOGY,GHAZIABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","92588.00","106231.00","Fresh Only"
"740","Round 1","MODINAGAR INSTITUTE OF TECHNOLOGY,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","130817.00","130817.00","Fresh Only"
"741","Round 1","MODINAGAR INSTITUTE OF TECHNOLOGY,GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","71220.00","102174.00","Fresh Only"
"742","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","104623.00","104623.00","Fresh Only"
"743","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","42209.00","42209.00","Fresh Only"
"744","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","148018.00","148018.00","Fresh Only"
"745","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","47128.00","47128.00","Fresh Only"
"746","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","130818.00","130818.00","Fresh Only"
"747","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","97521.00","97521.00","Fresh Only"
"748","Round 1","KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","22418.00","144803.00","Fresh Only"
"749","Round 1","RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","178610.00","178610.00","Fresh Only"
"750","Round 1","RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","88728.00","88728.00","Fresh Only"
"751","Round 1","RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","224269.00","224269.00","Fresh Only"
"752","Round 1","RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","241542.00","241542.00","Fresh Only"
"753","Round 1","SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","174354.00","174354.00","Fresh Only"
"754","Round 1","SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","105738.00","105738.00","Fresh Only"
"755","Round 1","GOEL INSTITUTE OF PHARMACY & SCIENCES,LUCKNOW","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","588402.00","588402.00","Fresh Only"
"756","Round 1","VARANASI COLLEGE OF PHARMACY,VARANASI","Bachelor of Pharmacy","B. Pharma (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","502034.00","502034.00","Fresh Only"
"757","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","94029.00","94029.00","Fresh Only"
"758","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","39214.00","79163.00","Fresh Only"
"759","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","105194.00","105194.00","Fresh Only"
"760","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","60807.00","69809.00","Fresh Only"
"761","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","193834.00","193834.00","Fresh Only"
"762","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","204286.00","204286.00","Fresh Only"
"763","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","46188.00","46188.00","Fresh Only"
"764","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","169539.00","169539.00","Fresh Only"
"765","Round 1","HMFA MEMORIAL INSTITUTE OF ENGINEERING & TECHNOLOGY,ALLAHABAD","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","67172.00","67172.00","Fresh Only"
"766","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","69754.00","69754.00","Fresh Only"
"767","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","59639.00","60766.00","Fresh Only"
"768","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","139797.00","139797.00","Fresh Only"
"769","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","89462.00","94254.00","Fresh Only"
"770","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","159471.00","159471.00","Fresh Only"
"771","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","114533.00","114533.00","Fresh Only"
"772","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","200461.00","200461.00","Fresh Only"
"773","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","111693.00","111693.00","Fresh Only"
"774","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","124533.00","167200.00","Fresh Only"
"775","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","226734.00","226734.00","Fresh Only"
"776","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","228512.00","228512.00","Fresh Only"
"777","Round 1","JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","163503.00","163503.00","Fresh Only"
"778","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","136565.00","136565.00","Fresh Only"
"779","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","147077.00","147077.00","Fresh Only"
"780","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","64656.00","64656.00","Fresh Only"
"781","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","22338.00","66283.00","Fresh Only"
"782","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","151579.00","151579.00","Fresh Only"
"783","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","131012.00","152146.00","Fresh Only"
"784","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","108683.00","112829.00","Fresh Only"
"785","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","125228.00","125228.00","Fresh Only"
"786","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","205436.00","205436.00","Fresh Only"
"787","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","203955.00","203955.00","Fresh Only"
"788","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","156150.00","170872.00","Fresh Only"
"789","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","182029.00","182029.00","Fresh Only"
"790","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","116960.00","145406.00","Fresh Only"
"791","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","129687.00","189732.00","Fresh Only"
"792","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","109751.00","109751.00","Fresh Only"
"793","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","160370.00","160370.00","Fresh Only"
"794","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","196747.00","196747.00","Fresh Only"
"795","Round 1","BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","41418.00","53653.00","Fresh Only"
"796","Round 1","SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","138067.00","138067.00","Fresh Only"
"797","Round 1","SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","228983.00","228983.00","Fresh Only"
"798","Round 1","SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","130799.00","130799.00","Fresh Only"
"799","Round 1","SRM BUSINESS SCHOOL,LUCKNOW","MBA(Integrated)","M.B.A. (INTEGRATED)","Home State","SC(Girl)","Female Seats","347430.00","347430.00","Fresh Only"
"800","Round 1","SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","116826.00","204653.00","Fresh Only"
"801","Round 1","SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW","Computer Science And Engineering(Internet Of Things)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","195897.00","195897.00","Fresh Only"
"802","Round 1","SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW","Computer Science & Engineering (Artificial Intelligence & Machine Learning)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","47651.00","47651.00","Fresh Only"
"803","Round 1","MEERUT INTERNATIONAL INSTITUTE OF TECHNOLOGY,MEERUT","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","216497.00","242931.00","Fresh Only"
"804","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","209362.00","209362.00","Fresh Only"
"805","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","89440.00","89440.00","Fresh Only"
"806","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","Electrical & Electronics Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","157969.00","211278.00","Fresh Only"
"807","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","139258.00","139258.00","Fresh Only"
"808","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","70359.00","96392.00","Fresh Only"
"809","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","BBA","BBA/BMS","Home State","OPEN","Both Male and Female Seats","510436.00","510436.00","Fresh Only"
"810","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","BCA","BCA","Home State","OPEN(GIRL)","Female Seats","151634.00","243964.00","Fresh Only"
"811","Round 1","KASHI INSTITUTE OF TECHNOLOGY,VARANASI","BCA","BCA","Home State","OPEN","Both Male and Female Seats","130918.00","520532.00","Fresh Only"
