"Sr.No","Round ▲▼","Institute ▲▼","Program ▲▼","Stream ▲▼","Quota ▲▼","Category ▲▼","Seat Gender ▲▼","Opening Rank ▲▼","Closing Rank ▲▼","Remark ▲▼"
"180","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","15683.00","15683.00","Fresh Only"
"181","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","7294.00","8824.00","Fresh Only"
"182","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","19278.00","19278.00","Fresh Only"
"183","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","2654.00","5079.00","Fresh Only"
"184","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","20108.00","20108.00","Fresh Only"
"185","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","ST","Both Male and Female Seats","124476.00","124476.00","Fresh Only"
"186","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","109207.00","109207.00","Fresh Only"
"187","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","25789.00","25789.00","Fresh Only"
"188","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","29012.00","29012.00","Fresh Only"
"189","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","7825.00","14428.00","Fresh Only"
"190","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","96258.00","96258.00","Fresh Only"
"191","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","31002.00","31406.00","Fresh Only"
"192","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(GL)","Female Seats","213581.00","213581.00","Fresh Only"
"193","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","91482.00","91482.00","Fresh Only"
"194","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","7492.00","17335.00","Fresh Only"
"195","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Chemical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","147923.00","147923.00","Fresh Only"
"196","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","2723.00","2723.00","Fresh Only"
"197","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","1960.00","1960.00","Fresh Only"
"198","Round 1","INSTITUTE OF TECHNOLOGY & MANAGEMENT,GORAKHPUR","BCA (FW)","BCA","Home State","OPEN(TF)","Both Male and Female Seats","406781.00","406781.00","Fresh Only"
"199","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","2079.00","2079.00","Fresh Only"
"200","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","616.00","616.00","Fresh Only"
"201","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","433.00","433.00","Fresh Only"
"202","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","1979.00","1979.00","Fresh Only"
"203","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","13692.00","21503.00","Fresh Only"
"204","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","4302.00","9461.00","Fresh Only"
"205","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","95120.00","95120.00","Fresh Only"
"206","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electronics & Communication","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","22587.00","22587.00","Fresh Only"
"207","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","6607.00","6607.00","Fresh Only"
"208","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","2138.00","2138.00","Fresh Only"
"209","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","3608.00","3608.00","Fresh Only"
"210","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","1722.00","1722.00","Fresh Only"
"211","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","556.00","2033.00","Fresh Only"
"212","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","SC(Girl)","Female Seats","35134.00","35134.00","Fresh Only"
"213","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering (Artificial Intelligence)","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","21392.00","21392.00","Fresh Only"
"214","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science and Engineering(SF)","B.E./B. Tech (Lateral Entry)","Home State","BC(AF)","Both Male and Female Seats","123360.00","123360.00","Fresh Only"
"215","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science and Engineering(SF)","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","4779.00","4779.00","Fresh Only"
"216","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science and Engineering(SF)","B.E./B. Tech (Lateral Entry)","Home State","EWS(OPEN)","Both Male and Female Seats","6532.00","6532.00","Fresh Only"
"217","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science and Engineering(SF)","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","3203.00","3685.00","Fresh Only"
"218","Round 1","INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science and Engineering(SF)","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","19062.00","19062.00","Fresh Only"
"219","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Civil Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","123868.00","123868.00","Fresh Only"
"220","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","110766.00","110766.00","Fresh Only"
"221","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Electrical Engineering","B.E./B. Tech (Lateral Entry)","Home State","SC","Both Male and Female Seats","203591.00","203591.00","Fresh Only"
"222","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Mechanical Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","103127.00","103127.00","Fresh Only"
"223","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC(Girl)","Female Seats","142560.00","142560.00","Fresh Only"
"224","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","BC","Both Male and Female Seats","156101.00","183766.00","Fresh Only"
"225","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN(GIRL)","Female Seats","54293.00","54293.00","Fresh Only"
"226","Round 1","AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW","Computer Science & Engineering","B.E./B. Tech (Lateral Entry)","Home State","OPEN","Both Male and Female Seats","84422.00","92443.00","Fresh Only"
